source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Balcony,F_Internet,F_Security,F_Elevator,F_Air Conditioner,F_Heating System,F_Furniture,latitude,longitude,SL_opera,SL_zvartnoc,SL_central_cemetery,SL_baghramyan_subway,SL_shengavit_subway,L_pharmacy,L_atm,L_parking,L_clinic,L_place_of_worship,L_university,L_kindergarten,L_hospital,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other
bnakaran,d117535,225000.0,72.0,2.0,10.0,10.0,1.0,0,0,0,0,0,1,0,0,44.511125509262,40.18154981218,598,9946,4154,2283,4605,6,16,7,3,0,1,4,3,0,0,1,0,1,0,0,0
myrealty,135620,80000.0,40.0,1.0,5.0,5.0,1.0,0,0,0,0,0,0,0,1,44.509269992836,40.20967865714541,2678,11229,7014,1908,7471,2,1,2,1,0,1,1,1,0,0,0,1,1,0,0,0
myrealty,140587,467000.0,144.0,4.0,1.0,5.0,2.0,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0
myrealty,140938,620000.0,129.0,3.0,4.0,13.0,2.0,1,0,0,0,0,0,0,0,44.51959732658925,40.20241187184684,1864,11551,5968,2266,7006,4,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0
myrealty,142658,180000.0,76.0,3.0,8.0,16.0,1.0,0,0,1,0,1,1,1,1,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
myrealty,138807,240000.0,81.0,3.0,3.0,4.0,1.0,0,0,0,0,0,0,1,0,44.51181945133735,40.183313571671,407,10067,4285,2178,4806,11,24,6,5,0,1,4,5,0,0,0,1,1,0,0,0
myrealty,139974,230000.0,51.0,2.0,5.0,8.0,1.0,1,0,0,1,1,1,1,1,44.5074118246583,40.184754985885355,666,9774,4627,1807,4793,5,9,9,5,2,2,2,4,1,0,0,0,0,0,1,0
bnakaran,d99065,150000.0,102.0,3.0,2.0,8.0,1.0,0,0,0,0,0,1,0,0,44.498613860481,40.19685273905,1847,9696,6159,412,5876,5,6,1,1,0,0,2,0,0,1,0,0,1,0,0,0
myrealty,142112,360000.0,103.0,3.0,9.0,12.0,1.0,1,0,1,0,1,1,1,1,44.499155086504345,40.19562050194883,1725,9667,6020,490,5750,7,3,1,2,0,0,2,0,1,0,0,0,0,0,1,0
bars,1-3-2083,470000.0,90.0,3.0,3.0,6.0,1.0,0,1,0,0,0,1,0,0,44.5215976,40.18607885,552,10953,4189,2668,5493,7,25,3,0,2,4,1,4,0,1,0,0,0,1,0,0
myrealty,136414,425000.0,116.0,3.0,3.0,16.0,2.0,1,0,1,1,1,1,1,0,44.4972968,40.20489739999999,2588,10091,6976,902,6740,5,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0
bnakaran,d117390,143000.0,77.0,3.0,2.0,9.0,1.0,0,0,0,0,0,1,0,0,44.487247283293,40.221408669649,4592,10646,8994,2744,8506,3,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0
bnakaran,d117301,125000.0,54.0,2.0,12.0,14.0,1.0,0,0,0,0,0,0,0,0,44.505740149457,40.205128474818,2270,10697,6665,1342,6905,3,6,5,0,0,0,1,1,0,1,0,0,0,0,1,0
myrealty,142373,115000.0,77.0,3.0,3.0,5.0,1.0,0,0,1,0,0,1,1,1,44.57111460185527,40.2061998983339,5261,15685,6740,6643,9945,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
myrealty,129299,199000.0,66.0,2.0,5.0,14.0,1.0,1,0,1,0,1,1,1,1,44.457979422619005,40.17534841784899,4994,5515,7398,3895,4130,2,9,4,0,0,0,0,0,1,0,0,0,0,0,1,0
myrealty,142725,139000.0,83.0,3.0,4.0,5.0,1.0,0,0,0,0,0,1,1,1,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,0,0,0,1,1,0,0,0
myrealty,121152,330000.0,90.0,3.0,2.0,4.0,1.0,0,0,1,0,0,0,1,1,44.514048989347714,40.1861605885798,90,10356,4463,2117,5174,9,32,4,2,0,2,1,1,0,0,0,1,1,0,0,0
bars,4-2-187,120000.0,55.0,2.0,5.0,5.0,1.0,0,1,0,0,0,1,1,0,44.4972968,40.20489739999999,2588,10091,6976,902,6740,5,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0
bnakaran,d117900,400000.0,151.0,5.0,3.0,5.0,2.0,0,0,0,0,0,0,0,0,44.499085710311,40.197921320088,1898,9792,6236,456,6000,8,7,0,1,0,0,2,0,0,0,0,1,1,0,0,0
bnakaran,d117232,135000.0,62.0,3.0,5.0,5.0,1.0,0,0,0,0,0,1,0,0,44.495910423279,40.199841689652,2241,9677,6563,341,6166,13,15,1,0,0,0,4,0,0,0,0,1,1,0,0,0
bars,1-N-395,250000.0,112.0,4.0,4.0,13.0,2.0,0,1,0,0,1,0,1,0,44.5273774,40.17699785,1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0,0,1,0,0,1,0,0,0
myrealty,128273,430000.0,113.0,4.0,2.0,5.0,2.0,0,0,0,0,0,1,1,1,44.519048808509375,40.177015330930764,1054,10441,3367,3108,4549,7,10,10,1,0,0,0,0,0,0,0,1,0,0,1,0
bnakaran,d113760,190000.0,74.0,3.0,2.0,4.0,1.0,0,0,0,0,0,1,0,0,44.520568,40.20650100708,2326,11847,6386,2497,7456,5,8,6,2,1,0,1,0,0,0,0,1,1,0,0,0
bnakaran,d117898,95000.0,45.0,2.0,9.0,9.0,1.0,0,0,0,0,0,1,1,0,44.52404023677,40.201478401927,1881,11834,5774,2612,7077,4,3,2,0,0,0,2,0,0,0,1,0,0,0,1,0
myrealty,124006,220000.0,143.0,4.0,1.0,6.0,2.0,1,0,0,0,0,0,0,0,44.55833520806485,40.200767144092175,4023,14452,5796,5496,8746,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0
bnakaran,d116950,110000.0,98.0,3.0,4.0,4.0,1.0,0,0,0,0,0,1,0,0,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,0,0,0,1,1,0,0,0
bars,1-2-908,168000.0,80.0,2.0,4.0,9.0,1.0,0,1,0,0,1,1,1,0,44.499472776670245,40.180107053322125,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2,0,0,1,0,1,0,0,0
myrealty,139193,165000.0,79.0,3.0,5.0,14.0,2.0,1,0,0,0,0,0,0,0,44.48439985,40.14520375,5232,7174,4673,5840,127,8,6,3,0,0,0,2,0,1,0,0,0,0,0,1,0
bars,1-A-99,160000.0,69.0,3.0,7.0,8.0,1.0,0,0,0,0,1,0,1,1,44.51228432718437,40.19590302536037,1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0
bnakaran,d110548,400000.0,93.0,3.0,4.0,4.0,1.0,0,0,0,0,0,1,0,0,44.517597037047,40.188902957769,386,10749,4607,2225,5585,7,19,1,0,0,4,3,0,0,0,0,1,1,0,0,0
bars,1-2-978,170000.0,60.0,2.0,4.0,5.0,1.0,0,0,0,0,0,1,0,0,44.51642634119875,40.18161375666288,500,10375,3922,2592,4837,5,32,10,0,2,0,1,0,0,0,0,1,0,1,0,0
bnakaran,d117381,380000.0,167.0,5.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,44.523353,40.20878,2628,12180,6580,2820,7783,3,5,3,2,0,0,2,4,0,0,0,1,1,0,0,0
myrealty,125725,264000.0,106.0,4.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0
myrealty,135519,90000.0,46.0,2.0,10.0,20.0,1.0,1,0,0,0,1,0,0,0,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
myrealty,138057,380000.0,84.0,4.0,2.0,3.0,2.0,0,0,0,0,0,0,1,1,44.51240035,40.1775186,970,9913,3727,2703,4269,1,16,15,1,0,0,0,0,0,0,0,1,0,0,1,0
myrealty,140105,330000.0,102.0,3.0,8.0,11.0,1.0,1,0,1,0,1,1,1,1,44.499472776670245,40.180107053322125,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2,1,0,0,0,0,0,1,0
myrealty,141315,122000.0,78.0,2.0,5.0,6.0,1.0,1,0,0,0,1,0,0,0,44.55833520806485,40.200767144092175,4023,14452,5796,5496,8746,1,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0
myrealty,142521,190000.0,85.0,3.0,8.0,10.0,1.0,0,0,1,0,1,1,1,1,44.51488777979646,40.16624129129846,2197,9843,2666,3885,3422,7,4,4,0,1,0,2,2,0,0,1,0,0,0,1,0
bnakaran,d116951,240000.0,87.0,3.0,6.0,9.0,2.0,0,0,0,0,0,0,0,0,44.509927337295,40.180449560569,757,9811,4114,2316,4449,6,16,7,3,0,1,3,3,0,0,1,0,1,0,0,0
myrealty,142653,400000.0,87.0,3.0,5.0,10.0,2.0,1,0,1,0,1,1,1,1,44.51467793334746,40.18220208362412,423,10255,4053,2438,4815,6,26,9,3,0,1,2,2,1,0,0,0,0,0,1,0
bnakaran,d117913,130000.0,85.0,3.0,5.0,5.0,1.0,0,0,0,0,0,1,0,0,44.482444305557,40.152102284194,4679,6964,4800,5110,849,20,12,4,1,0,0,0,0,0,0,0,1,1,0,0,0
bnakaran,d116788,205000.0,71.0,3.0,2.0,5.0,1.0,0,0,0,0,0,1,0,0,44.502351235442,40.179513738459,1300,9168,4454,2101,4094,6,10,7,2,2,0,0,1,0,0,0,1,1,0,0,0
myrealty,131555,280000.0,138.0,4.0,9.0,9.0,2.0,0,0,1,0,1,1,1,1,44.511497418773224,40.189037747597645,455,10277,4847,1759,5368,1,10,1,2,0,1,2,0,0,0,1,0,0,0,1,0
bnakaran,d117058,89000.0,67.0,3.0,3.0,9.0,1.0,0,0,0,0,0,1,0,0,44.582537931213,40.216722730136,6669,17042,8214,7842,11455,9,15,2,0,0,0,0,0,0,0,1,0,1,0,0,0
myrealty,136514,95600.0,71.0,3.0,4.0,12.0,1.0,0,0,0,0,0,0,0,0,44.488778350000004,40.198756849999995,2647,9107,6824,457,5991,1,3,1,0,1,1,2,0,0,0,1,0,1,0,0,0
bnakaran,d117898,95000.0,45.0,2.0,9.0,9.0,1.0,0,0,0,0,0,1,1,0,44.52404023677,40.201478401927,1881,11834,5774,2612,7077,4,3,2,0,0,0,2,0,0,0,1,0,0,0,1,0
bars,6-NN1-125,64000.0,32.0,1.0,4.0,4.0,1.0,0,1,0,0,0,0,1,0,44.55833520806485,40.200767144092175,4023,14452,5796,5496,8746,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0
myrealty,141639,125000.0,94.0,4.0,4.0,10.0,1.0,0,0,0,0,0,0,0,0,44.520763913503885,40.21468380779327,3225,12348,7268,3002,8305,1,2,4,0,0,0,0,0,0,0,1,0,1,0,0,0
myrealty,125392,140000.0,70.0,3.0,2.0,15.0,1.0,1,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,1,0,0,0,0,0,1,0
bars,1-3-2095,290000.0,70.0,3.0,2.0,6.0,1.0,0,0,0,0,0,1,1,0,44.5180200101794,40.18203709652422,506,10519,3900,2664,4950,10,31,13,0,2,0,1,1,0,1,0,0,1,0,0,0
bnakaran,d117898,95000.0,45.0,2.0,9.0,9.0,1.0,0,0,0,0,0,1,1,0,44.52404023677,40.201478401927,1881,11834,5774,2612,7077,4,3,2,0,0,0,2,0,0,0,1,0,0,0,1,0
myrealty,136270,360000.0,80.0,3.0,3.0,10.0,2.0,1,0,0,0,1,1,1,1,44.5074118246583,40.184754985885355,666,9774,4627,1807,4793,5,9,9,5,2,2,2,4,1,0,0,0,1,0,0,0
myrealty,135618,128000.0,46.0,2.0,2.0,9.0,1.0,1,0,0,0,1,0,0,1,44.48439985,40.14520375,5232,7174,4673,5840,127,8,6,3,0,0,0,2,0,1,0,0,0,0,0,1,0
myrealty,127011,372000.0,90.0,4.0,7.0,15.0,1.0,1,0,1,0,1,1,1,1,44.51863665459219,40.17606564344017,1145,10380,3295,3162,4445,5,9,7,1,0,1,0,0,1,0,0,0,0,0,1,0
bnakaran,d117618,445000.0,90.0,2.0,4.0,6.0,1.0,0,0,0,0,0,0,0,0,44.517591847885,40.187878977592,298,10706,4503,2274,5486,7,21,2,0,0,4,3,0,0,0,0,1,1,0,0,0
bars,4-3-1111,250000.0,165.0,5.0,3.0,5.0,3.0,0,1,0,0,0,0,0,0,44.49978402004816,40.19794363418706,1858,9844,6206,515,6014,8,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0
myrealty,125072,330000.0,75.0,2.0,8.0,18.0,1.0,1,0,0,0,0,0,0,0,44.5074118246583,40.184754985885355,666,9774,4627,1807,4793,5,9,9,5,2,2,2,4,1,0,0,0,0,0,1,0
bars,1-3-1101,330000.0,115.0,4.0,4.0,5.0,2.0,0,1,0,0,0,1,1,0,44.51295609897683,40.18654267248054,191,10285,4544,2016,5170,5,23,3,4,2,1,2,1,0,1,0,0,1,0,0,0
myrealty,124819,153000.0,86.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883,1725,9667,6020,490,5750,7,3,1,2,0,0,2,0,0,0,0,1,0,0,1,0
bars,1-A-84,380000.0,190.0,4.0,3.0,8.0,3.0,0,1,0,0,1,1,1,1,44.51228432718437,40.19590302536037,1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0
bnakaran,d117922,150000.0,78.0,2.0,4.0,10.0,1.0,0,0,0,0,0,1,1,0,44.49948248941,40.180918819905,1441,8992,4736,1878,4167,1,8,9,1,0,0,0,3,1,0,0,0,0,1,0,0
bars,1-N-384,450000.0,123.0,3.0,3.0,15.0,2.0,0,1,0,0,1,0,1,0,44.50439786901182,40.18091474247,1069,9384,4450,2027,4301,8,15,5,2,0,1,1,1,0,1,0,0,1,0,0,0
bars,1-B-67,220000.0,68.0,3.0,2.0,7.0,1.0,0,0,0,0,1,1,1,0,44.55827345658594,40.199176396159615,3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0
bnakaran,d113466,355000.0,150.0,3.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,44.5127632612,40.186020660006,197,10249,4502,2038,5110,6,28,5,4,2,1,2,1,0,0,0,1,0,0,1,0
bars,4-3-1383,215000.0,91.0,4.0,3.0,5.0,2.0,0,1,0,0,0,1,1,1,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,0,0,0,1,1,0,0,0
myrealty,135070,194000.0,44.0,3.0,4.0,9.0,1.0,0,0,0,0,0,0,1,1,44.505052000470215,40.183781674798254,887,9548,4660,1776,4619,3,6,6,2,1,1,2,0,0,0,1,0,0,0,1,0
bnakaran,d117895,347000.0,92.0,3.0,9.0,10.0,1.0,0,0,0,0,0,1,0,0,44.520010338623,40.185051175384,431,10788,4132,2607,5323,7,37,8,0,2,3,0,4,0,1,0,0,1,0,0,0
bnakaran,d117597,139000.0,140.0,3.0,4.0,5.0,2.0,0,0,0,0,0,1,1,0,44.573447993422,40.199090899141,5166,15587,6119,6769,9575,4,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0
bars,2-3-146,170000.0,94.0,3.0,8.0,11.0,1.0,0,0,0,0,1,1,1,0,44.51023319136248,40.171870020098616,1624,9575,3379,3148,3643,8,15,8,0,0,0,0,0,0,0,1,0,1,0,0,0
bnakaran,d105437,165000.0,170.0,6.0,5.0,5.0,2.0,0,0,0,0,0,1,0,0,44.561055,40.192256,3965,14346,4979,5740,8279,0,1,3,0,0,0,1,3,0,0,0,1,1,0,0,0
myrealty,137222,385000.0,96.0,3.0,3.0,12.0,2.0,1,0,1,1,1,1,1,1,44.52733885,40.20019725,1890,12020,5579,2869,7086,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
myrealty,140345,245000.0,69.0,2.0,3.0,4.0,2.0,0,0,0,0,0,0,1,1,44.583870697678144,40.21673211791397,6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0
bars,1-DH-12,591850.0,169.1,4.0,6.0,8.0,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0
bnakaran,d116789,85000.0,34.0,2.0,12.0,14.0,1.0,0,0,0,0,0,0,0,0,44.50984318518,40.206442360475,2316,11069,6661,1705,7138,3,4,5,0,0,1,2,2,0,0,1,0,0,0,1,0
bars,1-3-2114,220000.0,71.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50439786901182,40.18091474247,1069,9384,4450,2027,4301,8,15,5,2,0,1,1,1,0,0,0,1,1,0,0,0
bars,1-N-418,450000.0,121.0,3.0,4.0,7.0,2.0,0,0,0,0,1,1,1,1,44.5180200101794,40.18203709652422,506,10519,3900,2664,4950,10,31,13,0,2,0,1,1,0,1,0,0,1,0,0,0
bnakaran,d97606,235000.0,43.0,1.0,5.0,15.0,1.0,1,0,0,1,0,1,0,0,44.511365082973,40.179825070883,756,9905,3986,2445,4446,3,18,9,3,0,1,3,3,1,0,0,0,1,0,0,0
bars,1-2-990,250000.0,50.0,2.0,2.0,5.0,1.0,0,1,0,0,0,1,1,1,44.5215976,40.18607885,552,10953,4189,2668,5493,7,25,3,0,2,4,1,4,0,1,0,0,1,0,0,0
bnakaran,d116568,290000.0,91.0,3.0,3.0,5.0,0.0,0,0,0,0,0,0,0,0,44.503936191663,40.177470391035,1340,9224,4197,2361,3932,12,15,4,1,2,0,1,1,0,0,0,1,1,0,0,0
myrealty,142389,464000.0,116.0,3.0,16.0,18.0,2.0,1,0,0,0,1,1,1,1,44.51240035,40.1775186,970,9913,3727,2703,4269,1,16,15,1,0,0,0,0,1,0,0,0,0,0,1,0
bars,6-D3-195,160000.0,68.0,3.0,5.0,5.0,1.0,0,0,0,0,1,0,1,0,44.49633619872418,40.22328636163789,4441,11339,8833,2904,8759,4,1,2,0,0,0,2,0,0,1,0,0,1,0,0,0
myrealty,130515,145000.0,60.0,2.0,4.0,16.0,1.0,1,0,0,0,1,0,1,0,44.493826561382456,40.140887872078665,5331,8033,3986,6266,812,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
myrealty,127811,296000.0,132.0,4.0,3.0,5.0,2.0,0,0,0,0,0,0,0,0,44.51406057333508,40.190047324583134,458,10522,4847,1899,5561,4,12,1,1,0,2,3,0,0,0,0,1,0,0,1,0
myrealty,138733,240000.0,90.0,3.0,3.0,6.0,3.0,1,0,1,0,0,1,1,1,44.48842560030741,40.19502146089586,2477,8852,6524,517,5575,6,4,4,0,0,4,0,1,1,0,0,0,0,0,1,0
bars,1-N-387,460000.0,120.0,3.0,9.0,10.0,2.0,0,0,0,0,1,0,1,1,44.52381655212627,40.19066524195801,904,11312,4614,2653,6023,2,8,5,0,0,18,1,5,0,1,0,0,1,0,0,0
myrealty,141806,215000.0,71.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.499472776670245,40.180107053322125,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2,0,1,0,0,0,0,1,0
bnakaran,d108949,117000.0,84.0,3.0,4.0,5.0,1.0,0,0,0,0,0,1,0,0,44.469027287032,40.208844098202,4664,8568,8768,2466,7250,6,8,0,1,0,0,3,0,0,0,0,1,1,0,0,0
bars,1-N-379,185000.0,135.0,4.0,4.0,12.0,2.0,0,0,0,0,1,0,1,0,44.5247969,40.17890785,1141,10968,3347,3331,5023,1,6,7,1,0,7,1,0,0,1,0,0,1,0,0,0
bnakaran,d91689,300000.0,130.0,3.0,7.0,12.0,2.0,1,0,0,0,0,0,0,0,44.509669118925,40.206320888981,2306,11049,6654,1685,7121,2,4,5,0,0,1,2,2,1,0,0,0,1,0,0,0
myrealty,142692,125000.0,85.0,4.0,1.0,6.0,2.0,0,0,1,0,0,1,1,1,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,0,0,0,1,1,0,0,0
bnakaran,d112460,175000.0,70.0,3.0,7.0,9.0,1.0,0,0,0,0,0,0,0,0,44.518074128523,40.177826323083,943,10386,3487,2986,4570,9,11,7,1,0,0,1,0,0,0,1,0,1,0,0,0
bnakaran,d117915,297000.0,122.0,3.0,8.0,15.0,2.0,1,0,0,1,0,1,0,0,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,1,0,0,0,0,0,1,0
bnakaran,d117911,75000.0,67.0,2.0,10.0,10.0,0.0,0,0,0,0,0,1,0,0,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,0,1,0,0,1,0,0,0
bars,1-B-107,375000.0,122.0,3.0,8.0,16.0,2.0,1,0,0,0,1,0,0,0,44.55827345658594,40.199176396159615,3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0
bars,1-3-2627,359000.0,98.0,4.0,2.0,5.0,1.0,0,0,0,0,0,0,1,1,44.51548071604492,40.190139066908706,461,10637,4805,2005,5623,4,12,1,1,0,1,3,0,0,0,0,1,1,0,0,0
myrealty,139972,85000.0,42.0,1.0,12.0,12.0,1.0,1,0,0,0,0,0,0,0,44.48028805,40.20511795,3640,8968,7827,1442,6710,6,5,1,0,0,0,1,3,1,0,0,0,0,0,1,0
bars,2-3-72,150000.0,87.0,3.0,4.0,4.0,1.0,0,0,0,0,0,0,1,1,44.521708950000004,40.16713265,2172,10431,2330,4103,3922,3,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0
bnakaran,d117813,440000.0,98.0,3.0,9.0,10.0,1.0,1,0,0,0,0,0,0,0,44.513198852539,40.181301116943,546,10104,4033,2421,4665,7,21,7,3,0,1,3,3,1,0,0,0,0,0,1,0
myrealty,140918,190000.0,94.0,3.0,2.0,14.0,1.0,1,0,0,0,0,0,1,0,44.5388218,40.222082400000005,4489,14080,7926,4718,9688,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
bnakaran,d115472,105000.0,42.0,2.0,2.0,10.0,1.0,0,0,0,0,0,1,0,0,44.503449695768,40.196814778967,1556,10050,5937,822,5961,3,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0
myrealty,141883,236000.0,83.0,3.0,5.0,7.0,2.0,1,0,1,0,1,1,1,1,44.53194205401087,40.16157204361941,3070,11217,1335,5122,4333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
bars,1-N-405,430000.0,130.0,3.0,7.0,4.0,2.0,0,1,0,1,1,1,1,0,44.505052000470215,40.183781674798254,887,9548,4660,1776,4619,3,6,6,2,1,1,2,0,0,1,0,0,1,0,0,0
bnakaran,d116831,400000.0,113.0,3.0,4.0,13.0,2.0,1,0,0,0,0,1,0,0,44.513164584505,40.185275659383,182,10251,4413,2116,5052,9,21,6,4,1,1,2,4,1,0,0,0,1,0,0,0
myrealty,127897,90000.0,50.0,2.0,6.0,12.0,1.0,1,0,0,0,0,0,0,0,44.474392138424626,40.198846692958135,3740,8136,7653,1656,6075,3,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0
myrealty,141398,152000.0,64.0,2.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51240035,40.1775186,970,9913,3727,2703,4269,1,16,15,1,0,0,0,0,0,0,0,1,0,0,1,0
myrealty,127961,310000.0,87.0,3.0,1.0,10.0,1.0,1,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,407,10067,4285,2178,4806,11,24,6,5,0,1,4,5,1,0,0,0,0,0,1,0
myrealty,122412,380000.0,118.0,4.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,44.525275644939626,40.18489525304254,873,11204,3964,3006,5566,2,11,6,1,0,12,0,2,0,0,0,1,0,0,1,0
bnakaran,d103247,340000.0,150.0,4.0,3.0,18.0,2.0,1,0,0,1,0,1,0,0,44.516460324081,40.203668475571,1968,11387,6180,2054,7031,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0
myrealty,142117,310000.0,108.0,4.0,2.0,5.0,1.0,0,0,1,0,0,0,1,1,44.51642634119875,40.18161375666288,500,10375,3922,2592,4837,5,32,10,0,2,0,1,0,0,0,0,1,1,0,0,0
bnakaran,d46287,500000.0,100.0,3.0,7.0,9.0,1.0,0,0,0,0,0,0,0,0,44.513935374342,40.183985833013,244,10262,4256,2259,4956,7,29,8,3,0,0,2,4,1,0,0,0,1,0,0,0
myrealty,141241,79500.0,33.0,2.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.497928566324596,40.203858779099114,2463,10068,6850,815,6633,10,8,1,1,0,0,0,0,0,0,0,1,0,0,1,0
bnakaran,d107492,235000.0,52.0,2.0,9.0,17.0,1.0,1,0,0,1,0,0,0,0,44.511424,40.179957,740,9914,3995,2437,4461,4,17,8,3,0,1,3,3,1,0,0,0,1,0,0,0
myrealty,142556,110000.0,76.0,4.0,2.0,6.0,1.0,0,1,1,0,0,0,1,1,44.457979422619005,40.17534841784899,4994,5515,7398,3895,4130,2,9,4,0,0,0,0,0,0,0,0,1,1,0,0,0
bnakaran,d115274,290000.0,126.0,4.0,8.0,8.0,2.0,1,0,0,0,0,1,0,0,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,1,0,0,0,0,0,1,0
bnakaran,d113725,146000.0,78.0,3.0,8.0,9.0,1.0,0,0,0,0,0,1,0,0,44.495065,40.225053,4663,11400,9057,3094,8945,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
bars,1-1-439,105000.0,43.0,1.0,4.0,4.0,1.0,0,1,0,0,0,1,1,0,44.45609932611657,40.15477242139723,6097,4733,7051,5705,2755,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
bnakaran,d117797,156000.0,86.0,3.0,6.0,20.0,2.0,0,0,0,1,0,1,1,0,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,0,1,0,0,0,1,0,0
bars,4-3-1388,118000.0,68.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,1,0,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,0,0,0,1,1,0,0,0
bnakaran,d109072,310000.0,90.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51839032939,40.176460863673,1097,10371,3343,3115,4466,5,9,7,1,0,1,0,0,0,0,0,1,1,0,0,0
bnakaran,d103237,440000.0,117.0,4.0,2.0,5.0,2.0,1,0,0,1,0,0,0,0,44.508791,40.196423,1276,10427,5681,1278,6049,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0
bnakaran,d116753,210000.0,160.0,5.0,2.0,14.0,1.0,0,0,0,0,0,1,0,0,44.457279994457,40.206125954792,5396,7687,9269,3253,7226,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
bnakaran,d108949,117000.0,84.0,3.0,4.0,5.0,1.0,0,0,0,0,0,1,0,0,44.469027287032,40.208844098202,4664,8568,8768,2466,7250,6,8,0,1,0,0,3,0,0,0,0,1,1,0,0,0
bnakaran,d117911,75000.0,67.0,2.0,10.0,10.0,0.0,0,0,0,0,0,1,0,0,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,0,1,0,0,1,0,0,0
